SSIC,UEN,firm_type,ownership_type,exp_total_rnd,no_sc_researchers,no_pr_researchers,no_fc_researchers,no_phd_researchers,no_masters_researchers,no_bachelors_researchers,no_nondegree_researchers,no_postgrad_researchers
S2,409,LLC,IHL,4821.64,398,84,562,362,293,600,294,99
S1,410,MNC,Private,1843.84,165,378,189,549,150,401,192,383
S2,411,SME,Public RI,2242.872,418,123,450,274,503,68,337,52
S2,412,MNC,Public RI,1766.236,668,566,228,143,141,542,239,389
S2,413,LLC,Public RI,2210.359,199,516,526,512,286,399,211,80
S2,414,LLC,Gov,2072.133,420,112,245,189,27,661,829,394
S1,415,LLC,Private,3069.178,150,154,93,7,436,296,394,133
S3,416,MNC,Private,2542.695,413,50,225,35,750,22,124,196
S3,417,LLC,Public RI,2720.357,108,209,340,306,890,603,924,97
S3,418,LLC,IHL,2740.143,231,417,63,60,91,140,538,274
S3,419,SME,Gov,3040.907,207,316,616,121,397,696,43,478
S3,420,MNC,Gov,4074.048,439,172,151,356,318,108,76,575
S2,421,MNC,Public RI,2203.885,502,131,236,349,311,296,180,167
S1,422,LLC,Public RI,3991.884,175,626,157,284,43,257,118,306
S2,423,LLC,Gov,2060.18,138,208,142,199,149,169,149,1145
S2,424,MNC,Public RI,3807.52,259,111,489,1069,65,211,26,395
S1,425,LLC,Gov,5231.422,60,479,308,199,830,186,379,339
S2,426,LLC,Gov,3393.735,496,209,637,614,191,194,66,95
S3,427,MNC,Public RI,3026.334,188,249,160,194,97,446,56,689
S3,428,SME,Public RI,2647.399,323,67,387,116,201,439,306,418
S2,429,SME,Gov,2067.82,448,204,293,166,118,309,881,415
S2,430,LLC,Private,3194.768,720,79,305,463,98,289,484,209
S1,431,LLC,Public RI,4782.816,66,148,379,157,321,959,245,313
S2,432,SME,IHL,2904.104,236,434,197,99,276,114,247,142
S2,433,LLC,Gov,3725.116,154,303,358,62,220,81,119,661
S2,434,SME,IHL,3376.683,38,457,559,452,607,106,264,84
S2,435,MNC,IHL,3636.989,329,262,307,179,276,613,398,116
S1,436,LLC,Public RI,3085.66,59,352,59,429,231,419,109,474
S1,437,MNC,Gov,2584.783,282,454,327,250,110,117,33,41
S1,438,MNC,Private,2568.916,210,542,282,403,435,704,564,223
S1,439,SME,Public RI,3899.287,191,77,244,20,653,183,316,469
S3,440,SME,Private,3286.754,170,250,531,341,47,271,55,222
S2,441,LLC,Public RI,2813.651,493,216,126,167,436,305,285,88
S3,442,SME,Public RI,1590.323,339,341,147,141,84,185,932,275
S3,443,MNC,Private,2461.357,157,344,363,296,618,154,497,196
S2,444,LLC,IHL,3000.613,584,158,542,278,111,653,452,88
S1,445,LLC,Private,2780.804,117,525,697,356,347,303,161,366
S2,446,MNC,Private,2870.231,735,246,281,221,108,354,122,60
S1,447,MNC,Public RI,1600.034,465,341,513,409,768,277,498,356
S1,448,MNC,Public RI,3904.855,171,103,590,416,243,33,418,279
S2,449,LLC,Gov,3119.204,632,942,615,105,87,79,210,37
S2,450,MNC,IHL,2514.528,161,275,515,105,42,132,124,233
S2,451,LLC,Private,3967.61,243,640,693,683,310,266,1090,528
S2,452,MNC,Private,2786.079,121,139,394,131,205,277,276,203
S3,453,SME,IHL,3647.561,121,265,659,35,51,339,122,77
S1,454,MNC,Public RI,2500.506,244,355,586,178,538,434,472,134
S2,455,MNC,IHL,4644.314,200,127,53,594,266,270,147,249
S2,456,MNC,Private,2756.345,96,97,351,512,391,308,375,457
S1,457,SME,Gov,3671.922,418,283,625,347,310,157,320,266
S2,458,LLC,Public RI,2495.18,353,448,313,43,190,86,491,285
S3,459,SME,IHL,2267.385,466,215,408,289,294,299,84,351
S2,460,MNC,Public RI,3158.696,444,273,13,415,427,265,505,472
S1,461,MNC,Public RI,3825.451,416,124,222,234,337,805,153,483
S2,462,LLC,Gov,3025.147,128,11,621,220,64,434,56,63
S1,463,SME,Gov,2305.48,211,165,122,308,338,224,191,172
S1,464,LLC,Private,3072.832,256,332,487,334,67,194,68,206
S1,465,MNC,IHL,3757.73,352,58,340,383,135,483,161,157
S1,466,LLC,Private,3718.806,79,396,104,300,161,230,372,277
S3,467,SME,Gov,1923.968,154,26,391,231,128,238,842,832
S3,468,LLC,Gov,3670.719,262,413,275,48,238,303,244,645
S3,469,LLC,Gov,1353.298,918,341,102,19,66,273,167,255
S2,470,MNC,IHL,4537.442,278,272,428,574,327,307,126,414
S3,471,LLC,IHL,1292.337,365,298,292,442,140,325,65,89
S1,472,MNC,Gov,4776.345,63,367,82,290,644,46,386,797
S3,473,LLC,Private,2314.182,1010,97,105,120,159,35,781,55
S3,474,MNC,Public RI,2898.48,528,87,225,374,355,586,704,518
S1,475,SME,IHL,4646.352,407,637,471,398,633,208,240,109
S2,476,SME,IHL,1572.744,83,179,619,680,130,144,254,243
S2,477,SME,Gov,1821.608,51,381,333,316,131,271,417,496
S1,478,MNC,Private,5067.452,544,570,6,130,428,213,521,110
S1,479,SME,Public RI,2364.106,737,567,195,117,697,45,287,152
S3,480,LLC,Gov,2734.819,510,441,259,309,160,543,250,187
S2,481,SME,Private,2191.219,243,1079,394,310,549,226,207,529
S2,482,SME,Gov,2492.165,25,251,52,406,503,247,282,528
S1,483,SME,Private,3311.083,256,346,103,110,300,47,118,194
S1,484,MNC,Private,2462.384,741,375,307,99,710,262,187,124
S3,485,MNC,Private,2814.102,132,155,102,250,416,162,370,121
S3,486,LLC,IHL,2847.008,788,173,414,476,318,289,128,149
S1,487,MNC,Private,3803.01,136,318,384,414,102,110,52,283
S1,488,SME,Gov,3394.02,186,363,303,399,147,818,690,514
S2,489,SME,Gov,2977.998,244,153,167,250,43,345,39,391
S3,490,MNC,Public RI,3683.354,170,438,1076,377,252,206,198,156
S2,491,LLC,Gov,2669.428,305,369,252,292,99,592,104,689
S2,492,MNC,IHL,3951.524,167,120,172,337,50,238,463,564
S1,493,MNC,Public RI,1886.478,351,197,348,360,155,421,109,195
S2,494,MNC,Private,2354.323,568,254,1124,321,399,186,141,356
S3,495,LLC,IHL,4088.874,401,613,213,761,767,217,234,153
S3,496,SME,IHL,3336.286,174,525,194,158,270,38,262,192
S3,497,LLC,Private,2227.893,112,118,112,222,909,234,524,638
S1,498,LLC,Public RI,3656.595,486,16,124,70,204,69,43,194
S1,499,MNC,Gov,2022.437,704,120,263,316,855,180,434,762
S3,500,SME,Public RI,2156.317,950,26,243,143,965,207,671,781
S3,501,MNC,IHL,1436.211,198,349,108,306,57,50,648,155
S3,502,MNC,IHL,3258.921,351,48,117,127,226,331,83,410
S3,503,LLC,IHL,2451.647,530,203,210,256,493,63,80,98
S1,504,SME,Private,1919.272,272,176,763,156,365,339,351,502
S2,505,SME,Public RI,2744.765,286,419,200,475,352,293,118,415
S2,506,LLC,Gov,3804.244,260,96,55,229,524,329,251,811
S2,507,LLC,Private,3759.31,662,192,85,122,166,171,551,19
S3,508,SME,IHL,2890.56,499,153,1238,381,54,377,143,145
S1,509,SME,Public RI,3061.667,458,94,137,28,714,415,139,97
S2,510,SME,IHL,2430.52,515,125,297,94,52,203,114,342
S1,511,LLC,IHL,3383.737,193,141,216,411,256,144,395,461
S3,512,LLC,Public RI,2135.492,521,339,215,351,475,150,338,301
S3,513,MNC,Private,2799.319,315,306,50,158,411,462,38,99
S2,514,SME,Public RI,2303.561,54,505,483,160,235,306,90,83
S1,515,MNC,IHL,2447.791,804,317,116,611,545,103,238,59
S2,516,SME,Private,1987.341,778,427,387,518,101,134,214,156
S1,517,SME,IHL,3636.996,66,230,194,99,264,158,455,35
S2,518,LLC,IHL,1000.409,91,87,270,668,452,159,501,309
S1,519,MNC,Gov,1713.785,245,297,321,69,617,147,263,222
S3,520,LLC,IHL,2366.212,382,118,66,126,339,78,189,487
S2,521,LLC,Gov,2198.736,226,936,112,455,13,255,203,155
S3,522,LLC,Gov,2445.592,122,260,290,521,744,106,70,300
S3,523,SME,Public RI,2321.952,409,251,580,312,143,171,276,139
S2,524,LLC,Private,3390.606,258,170,689,303,425,87,411,156
S2,525,MNC,IHL,4372.105,302,500,110,158,32,142,319,157
S2,526,MNC,Public RI,3158.164,198,125,297,140,382,243,704,401
S2,527,MNC,Private,5028.017,96,439,101,366,144,203,289,343
S1,528,SME,Private,3422.662,662,587,259,107,477,150,167,667
S3,529,MNC,Private,2219.749,229,482,289,410,427,768,322,250
S2,530,LLC,Private,2907.156,466,184,377,335,133,696,246,443
S3,531,SME,Public RI,1673.515,272,233,476,744,118,247,208,258
S1,532,MNC,Public RI,2025.931,132,75,418,285,206,335,120,1003
S3,533,SME,Public RI,3754.33,227,122,339,528,366,869,78,215
S2,534,MNC,Private,4317.389,296,188,243,464,176,611,242,129
S3,535,LLC,Public RI,2854.06,92,2,232,222,263,351,279,230
S2,536,LLC,IHL,2947.469,192,457,97,99,114,322,269,154
S2,537,SME,Gov,4004.029,402,656,184,264,149,133,255,145
S3,538,LLC,Private,2103.578,376,339,241,770,407,575,310,241
S1,539,LLC,Gov,4256.694,64,834,282,384,131,619,148,459
S1,540,SME,Private,2227.456,532,306,149,37,328,189,546,192
S2,541,SME,Gov,2900.434,165,114,452,470,268,211,120,8
S3,542,SME,IHL,2186.789,337,314,43,162,149,189,892,16
S2,543,MNC,Private,2795.214,248,140,183,261,497,749,370,53
S3,544,SME,IHL,2935.797,133,1295,483,162,296,110,396,157
S2,545,LLC,IHL,4094.551,224,106,403,250,366,64,205,257
S2,546,LLC,IHL,4304.465,178,128,248,550,239,90,582,170
S2,547,SME,Public RI,2415.69,167,211,351,178,166,288,404,332
S3,548,LLC,Public RI,2303.186,275,357,479,92,7,330,342,323
S1,549,LLC,IHL,2310.903,504,567,242,545,817,116,637,91
S2,550,SME,Private,2859.635,203,206,510,529,470,104,142,212
S3,551,LLC,IHL,1505.429,626,523,430,138,647,265,426,204
S1,552,MNC,Private,3939.161,114,101,472,41,160,223,35,55
S1,553,MNC,Public RI,2196.359,54,675,244,318,242,364,281,133
S2,554,LLC,Private,3070.089,233,234,96,454,349,327,690,694
S3,555,MNC,IHL,2846.786,252,85,104,236,195,103,199,153
S3,556,MNC,Gov,2029.208,535,457,115,170,198,46,312,343
S1,557,LLC,IHL,1954.401,162,157,153,360,203,497,329,175
S3,558,MNC,Public RI,7802.083,137,327,467,356,261,335,141,234
S2,559,SME,Private,3478.175,276,380,69,20,70,416,274,123
S3,560,MNC,Gov,3579.275,205,252,154,4,642,171,188,95
S1,561,MNC,Private,4313.739,270,292,583,80,486,307,223,270
S1,562,MNC,Gov,3324.963,72,291,603,412,21,11,410,375
S3,563,LLC,Gov,2315.093,220,634,223,395,272,162,26,334
S2,564,SME,Public RI,2447.498,347,365,70,745,361,978,588,205
S2,565,LLC,Private,4063.441,221,234,890,161,197,440,176,157
S2,566,SME,Private,3708.897,714,723,113,267,838,358,156,110
S1,567,SME,IHL,2588.017,390,73,443,546,429,186,262,85
S2,568,MNC,Public RI,3268.643,120,193,466,307,92,174,448,192
S3,569,LLC,Public RI,2683.718,206,112,345,312,772,195,375,452
S1,570,MNC,IHL,3636.796,230,233,454,118,343,665,195,432
S3,571,MNC,Public RI,2601.542,299,507,344,545,215,114,209,220
S2,572,LLC,Gov,3044.893,506,335,670,131,536,108,356,166
S1,573,SME,IHL,4580.091,197,524,76,274,283,101,303,261
S2,574,MNC,Private,1916.438,212,91,141,155,126,373,193,399
S1,575,LLC,Public RI,3155.77,161,381,282,466,251,518,162,162
S3,576,LLC,Private,2454.152,302,29,54,290,333,329,174,600
S3,577,MNC,Public RI,3140.429,341,72,240,304,189,73,357,343
S2,578,LLC,Public RI,2083.523,184,501,49,387,170,145,949,568
S3,579,MNC,Gov,6047.695,131,259,135,242,198,885,106,133
S2,580,LLC,Public RI,2757.592,329,137,46,77,179,57,216,221
S1,581,LLC,IHL,3545.59,99,225,160,343,271,448,229,36
S3,582,LLC,Gov,1582.466,692,316,832,116,135,350,395,437
S3,583,SME,Private,2537.181,92,28,326,301,220,219,462,234
S3,584,LLC,IHL,2531.074,83,367,145,210,955,186,415,564
S3,585,LLC,IHL,3551.815,257,203,369,213,740,553,826,43
S3,586,LLC,Public RI,2723.566,70,455,92,160,114,425,192,134
S1,587,SME,Gov,2120.545,354,328,675,503,222,256,213,83
S1,588,MNC,Public RI,2616.563,79,125,177,332,377,521,348,163
S2,589,LLC,Private,2648.266,385,251,183,145,75,287,394,386
S1,590,SME,Public RI,3743.74,334,151,156,116,242,45,598,280
S2,591,MNC,Public RI,1349.021,71,205,652,113,237,413,665,190
S2,592,MNC,Private,3922.338,242,317,37,107,161,418,32,409
S2,593,MNC,Private,2990.109,402,548,308,96,154,168,501,579
S1,594,MNC,Public RI,2555.827,373,408,51,272,585,400,472,228
S2,595,SME,Gov,4087.078,191,229,296,259,290,128,236,124
S2,596,MNC,IHL,5451.237,540,158,693,1183,170,115,232,565
S1,597,LLC,Private,4034.374,98,456,893,732,537,133,345,564
S1,598,MNC,Public RI,3969.199,281,399,143,209,646,172,88,479
S3,599,MNC,IHL,3101.83,73,198,613,209,172,84,339,638
S2,600,SME,Gov,2189.547,94,261,222,281,181,544,846,274
S2,601,SME,Gov,2717.744,424,289,72,242,647,400,38,125
S3,602,LLC,IHL,1729.303,81,261,373,842,193,173,112,545
S1,603,LLC,Private,3006.543,278,59,276,389,465,470,125,738
S1,604,SME,Private,3981.809,46,178,349,124,167,820,274,167
S2,605,MNC,Public RI,4368.166,182,36,37,343,259,272,194,185
S1,606,LLC,Private,2426.93,77,418,37,214,106,6,572,795
S1,607,SME,Private,4384.658,512,192,489,361,760,77,243,640
S3,608,SME,Public RI,2376.141,276,145,36,929,248,568,229,172
S3,609,LLC,Gov,4047.593,91,150,58,725,174,300,228,731
S1,610,SME,Private,1999.426,788,690,203,407,191,355,568,591
S2,611,LLC,IHL,2334.638,133,381,183,275,404,130,420,568
S2,612,LLC,IHL,2753.417,356,59,331,342,115,109,238,566
S1,613,MNC,IHL,4362.491,76,250,58,77,338,133,558,301
S1,614,MNC,Public RI,4924.839,409,92,177,340,155,283,376,300
S1,615,SME,Gov,2590.213,267,441,36,292,930,64,206,243
S2,616,SME,Public RI,3010.491,260,512,364,531,218,197,193,51
S1,617,SME,Public RI,1662.448,40,151,96,137,481,170,506,138
S3,618,SME,Gov,2893.34,321,308,194,455,949,327,425,361
S2,619,MNC,Gov,3976.345,193,628,168,371,390,69,208,442
S2,620,LLC,IHL,3534.654,77,96,335,583,356,82,202,332
S2,621,LLC,Gov,2948.213,127,203,451,31,535,38,793,203
S1,622,LLC,Gov,2385.521,297,95,220,674,277,104,555,491
S2,623,SME,Private,3385.254,213,325,256,106,78,982,256,272
S2,624,SME,Public RI,3155.434,245,152,279,41,118,1182,66,432
S1,625,MNC,Public RI,2901.119,194,419,344,950,248,439,294,80
S1,626,MNC,IHL,3174.257,247,319,100,194,61,222,568,224
S2,627,MNC,Public RI,3215.278,83,420,90,258,837,196,45,149
S2,628,LLC,IHL,3228.256,89,134,274,183,280,362,229,102
S3,629,MNC,Gov,3517.178,104,404,129,329,179,699,335,261
S2,630,MNC,Gov,3127.987,624,32,71,439,140,318,144,107
S3,631,LLC,Private,4654.022,167,287,231,130,225,28,441,517
S1,632,SME,Gov,1301.004,237,177,250,179,188,103,224,305
S3,633,SME,IHL,4130.603,289,178,768,359,158,230,109,271
S2,634,LLC,Public RI,3438.643,147,167,137,316,703,988,166,186
S2,635,MNC,Public RI,2796.332,75,221,270,907,415,56,274,235
S1,636,MNC,Public RI,2052.277,231,127,223,411,437,207,899,773
S3,637,MNC,Public RI,2634.153,184,362,224,121,156,682,332,421
S3,638,LLC,Gov,1740.229,335,260,257,354,625,75,348,843
S1,639,SME,Gov,2085.881,77,534,486,403,350,1301,210,185
S1,640,LLC,Private,2154.913,391,125,189,371,456,465,182,273
S2,641,MNC,Private,4373.079,173,848,118,564,497,591,413,410
S1,642,SME,IHL,2019.289,388,188,832,125,1377,329,148,190
S1,643,SME,Private,3871.387,514,202,426,269,374,295,146,276
S2,644,SME,Gov,4345.91,211,246,403,153,481,217,217,418
S3,645,LLC,Public RI,4316.226,314,449,1025,188,495,82,63,285
S3,646,MNC,Public RI,1563.356,224,305,342,437,246,63,51,256
S1,647,SME,Public RI,1378.924,314,209,591,254,365,76,285,603
S2,648,SME,Gov,4859.348,405,866,123,697,304,170,276,155
S3,649,LLC,Private,3097.599,716,438,399,625,79,463,474,477
S3,650,LLC,Public RI,3441.134,366,386,412,138,695,331,152,504
S3,651,SME,Private,1946.908,249,394,168,293,155,233,131,455
S1,652,LLC,IHL,2843.132,357,309,64,186,708,443,451,376
S1,653,MNC,Public RI,3875.845,399,820,263,267,226,308,983,495
S2,654,MNC,Gov,2226.32,665,302,74,448,145,95,51,165
S2,655,LLC,IHL,2928.689,237,516,536,305,105,57,378,534
S2,656,SME,Gov,2649.035,793,185,27,518,149,502,461,270
S3,657,SME,Public RI,2941.679,159,166,385,167,225,504,487,293
S1,658,LLC,Gov,4408.857,129,206,246,163,345,399,147,62
S1,659,SME,IHL,1701.559,218,919,108,251,355,191,193,371
S2,660,MNC,IHL,3463.173,215,233,404,311,315,225,139,333
S2,661,MNC,Public RI,1570.132,37,262,585,511,533,351,425,126
S2,662,MNC,IHL,2268.657,199,78,839,214,91,88,718,459
S3,663,LLC,Public RI,1463.193,367,112,180,33,61,61,116,475
S3,664,LLC,Public RI,2900.429,922,294,172,176,229,174,92,51
S1,665,SME,IHL,4087.062,123,296,135,270,21,181,259,301
S1,666,MNC,Private,3590.347,25,109,115,130,409,294,410,527
S3,667,MNC,Public RI,2131.938,655,49,308,1414,407,199,217,423
S2,668,LLC,Private,2757.221,336,161,73,678,884,237,11,43
S1,669,SME,Public RI,2222.794,331,430,508,150,443,126,159,291
S2,670,SME,Private,3797.441,568,38,292,328,128,79,435,277
S1,671,MNC,Private,3702.492,190,277,628,141,389,68,330,333
S2,672,SME,Public RI,3743.766,220,421,237,454,80,151,476,191
S2,673,SME,Public RI,5019.088,186,139,114,228,494,540,204,32
S1,674,SME,Private,2264.571,187,208,140,862,341,159,698,467
S2,675,LLC,IHL,3438.825,645,63,57,272,170,173,80,159
S2,676,SME,Private,1535.519,182,18,728,247,480,141,224,389
S2,677,MNC,Public RI,2574.774,367,450,72,401,280,66,189,263
S2,678,MNC,Gov,2142.962,355,135,230,585,355,244,138,58
S1,679,MNC,Private,1970.141,154,43,225,240,152,390,228,83
S1,680,MNC,Public RI,4866.132,307,312,96,373,294,83,171,191
S3,681,MNC,Public RI,4215.331,261,240,392,234,227,432,58,274
S2,682,MNC,IHL,2718.982,143,567,246,588,407,574,754,208
S2,683,MNC,Gov,3487.968,226,178,128,655,344,127,1124,130
S3,684,MNC,Public RI,2272.834,215,328,233,648,739,79,237,165
S2,685,SME,Public RI,3072.387,564,405,481,339,290,16,89,375
S3,686,SME,Private,1865.051,263,552,172,118,160,480,841,78
S2,687,LLC,Public RI,1945.554,342,274,186,807,118,1070,260,532
S3,688,MNC,Gov,3114.546,502,92,72,224,118,109,289,137
S2,689,MNC,Private,2065.748,258,854,94,104,495,140,430,169
S3,690,SME,Public RI,5425.906,416,268,183,325,672,255,107,513
S1,691,LLC,Gov,1432.542,293,341,227,83,224,571,178,354
S2,692,SME,IHL,4179.01,124,200,394,137,186,59,108,536
S3,693,SME,Public RI,3359.001,244,362,700,658,235,216,558,43
S1,694,MNC,IHL,2691.712,234,349,267,162,161,134,321,491
S3,695,LLC,Private,2799.379,356,359,169,155,346,29,333,254
S3,696,LLC,Private,3392.159,344,403,124,215,251,102,364,550
S2,697,MNC,Private,3666.438,635,152,116,331,693,940,555,365
S1,698,SME,Private,2995.688,50,197,378,518,96,698,238,164
S2,699,MNC,Public RI,2480.287,195,1103,2,510,216,149,613,409
S3,700,SME,IHL,3942.009,338,175,320,297,161,40,272,411
S3,701,SME,Private,2636.663,867,364,634,748,282,53,265,231
S1,702,LLC,Private,2315.923,177,125,216,666,97,291,101,441
S3,703,SME,IHL,4239.546,88,103,220,79,804,248,22,715
S1,704,MNC,Public RI,2492.824,516,960,488,216,484,211,25,284
S2,705,LLC,Gov,2196.002,144,32,395,137,240,533,876,217
S2,706,LLC,Public RI,2579.053,86,724,518,200,787,95,422,395
S2,707,MNC,IHL,4196.533,66,177,568,356,438,271,205,31
S2,708,MNC,IHL,2883.71,112,382,147,660,686,249,146,120
S3,709,MNC,IHL,3018.997,293,91,163,215,671,199,690,570
S3,710,MNC,Private,3383.943,426,154,85,77,419,64,725,125
S1,711,SME,Public RI,1949.092,117,381,147,471,324,439,44,151
S2,712,MNC,Gov,1955.258,199,300,525,415,510,722,570,55
S2,713,SME,Private,1728.431,578,87,649,237,193,89,545,136
S2,714,MNC,IHL,2019.96,175,241,529,59,59,652,559,103
S3,715,SME,IHL,1811.125,538,429,746,167,291,985,242,709
S2,716,MNC,Private,3287.435,512,472,294,355,148,200,334,244
S3,717,LLC,IHL,2659.804,448,122,405,165,747,903,119,114
S1,718,SME,Public RI,2703.906,229,590,180,144,780,263,312,127
S1,719,LLC,Private,2485.474,271,122,297,84,169,189,263,203
S1,720,MNC,IHL,3127.735,284,692,410,265,343,125,262,562
S2,721,MNC,Public RI,3080.522,94,86,177,283,232,884,385,315
S3,722,MNC,Private,1659.555,531,484,592,257,17,415,233,224
S2,723,SME,Public RI,3704.577,298,357,298,67,597,204,288,401
S3,724,LLC,Gov,3542.179,284,223,456,903,532,301,617,312
S1,725,SME,Private,4865.363,74,166,196,88,1019,484,574,644
S2,726,MNC,IHL,1335.922,129,77,252,101,391,369,175,321
S2,727,SME,Gov,1984.75,171,138,516,113,539,67,825,96
S2,728,SME,Private,2465.382,735,427,530,578,426,172,529,794
S2,729,LLC,Private,1840.101,389,280,69,106,337,86,590,279
S1,730,SME,IHL,1989.045,210,176,240,351,107,253,767,199
S2,731,SME,Public RI,1691.884,75,265,556,134,103,992,225,204
S2,732,SME,Private,1719.903,50,117,400,457,21,279,723,66
S2,733,SME,Public RI,3121.952,138,584,775,349,419,609,435,460
S2,734,LLC,Gov,2536.136,260,119,651,344,636,274,840,118
S3,735,SME,Public RI,1921.806,140,241,76,42,74,124,276,164
S1,736,LLC,IHL,1949.0,155,436,204,189,334,237,480,209
S3,737,LLC,Public RI,2371.714,31,16,161,90,330,145,532,175
S3,738,LLC,IHL,2632.256,282,85,306,396,322,338,168,313
S2,739,MNC,Private,3155.681,77,422,265,268,476,325,197,252
S2,740,SME,Private,4125.8,207,47,122,296,214,98,54,673
S3,741,LLC,Gov,3380.939,304,313,351,587,476,238,147,463
S2,742,MNC,Gov,1557.458,321,575,89,330,139,113,30,709
S3,743,MNC,Gov,2861.764,336,30,687,211,105,378,153,307
S3,744,LLC,Private,2862.814,148,487,498,553,131,562,881,142
S2,745,MNC,Gov,3451.984,43,725,278,160,350,193,107,195
S1,746,LLC,Public RI,3477.749,143,343,110,173,826,55,610,87
S1,747,LLC,IHL,1880.454,58,467,64,653,676,129,407,854
S2,748,LLC,IHL,2640.677,227,98,249,69,336,112,277,209
S1,749,MNC,Gov,2073.018,71,382,819,89,816,238,245,553
S3,750,SME,Private,2660.363,222,114,219,83,41,87,581,283
S1,751,SME,Gov,2233.148,355,72,288,216,787,71,263,426
S2,752,LLC,IHL,2451.647,152,786,258,78,136,226,364,296
S2,753,LLC,Public RI,2595.48,458,81,253,469,275,53,15,747
S2,754,LLC,IHL,4280.398,358,476,55,279,203,82,223,601
S1,755,LLC,Gov,2588.05,385,252,174,231,83,324,374,154
S1,756,MNC,Private,3934.178,95,194,327,227,276,345,152,603
S3,757,LLC,Private,2433.843,280,42,303,276,125,326,216,375
S2,758,MNC,Public RI,2756.24,205,303,86,58,405,628,351,153
S2,759,SME,IHL,2609.637,361,178,292,411,107,609,47,466
S3,760,LLC,Public RI,2317.471,396,286,415,716,16,541,148,115
S3,761,SME,IHL,2939.126,49,496,267,442,417,144,150,368
S3,762,LLC,Private,2285.896,324,160,308,446,520,269,734,707
S2,763,MNC,Gov,5693.45,335,262,122,498,369,134,21,104
S2,764,SME,Gov,1908.113,174,570,94,754,238,324,494,563
S1,765,MNC,IHL,2401.492,307,326,327,86,369,15,412,32
S3,766,MNC,IHL,3432.369,304,331,199,538,210,282,264,186
S1,767,SME,Private,2675.525,85,132,76,890,385,247,87,126
S2,768,LLC,IHL,4724.499,31,381,285,116,111,475,168,40
S3,769,LLC,Gov,7099.268,529,51,352,904,784,38,344,67
S3,770,SME,IHL,2657.198,88,252,110,332,490,125,286,221
S1,771,SME,IHL,2851.766,369,368,119,896,400,196,688,392
S3,772,LLC,Gov,3821.15,282,81,122,252,198,121,478,317
S1,773,SME,Gov,1642.68,120,568,35,230,520,99,412,367
S3,774,SME,Public RI,3377.724,415,103,279,24,495,517,114,728
S3,775,LLC,Gov,6680.442,559,518,279,375,383,144,556,111
S1,776,MNC,Public RI,3064.406,498,49,640,440,769,575,528,408
S1,777,SME,Public RI,2414.107,457,205,773,239,583,75,313,227
S1,778,MNC,IHL,3098.573,61,211,326,118,82,155,34,122
S3,779,LLC,IHL,2459.258,351,369,1027,411,174,103,252,300
S1,780,SME,Private,2206.037,348,1192,240,253,451,99,514,109
S2,781,MNC,Private,3109.435,182,601,159,99,98,253,86,253
S2,782,MNC,Gov,3795.906,306,355,285,139,316,1036,148,363
S3,783,MNC,Public RI,2603.981,767,311,70,386,461,32,378,224
